Cross 1, Cross 2, Cross 3, Cross 4, Cross 5, Cross 6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
64,24,30,20,25,62.5
47,31,20,14,20,64
49.5,22.5,27,19,23,62.5
59,16,20,12,20,54.5
42,30.5,24,18,15,74
53,21,22,17,25,55
49.5,24.5,22,24,26,61
28.5,23,20,12,24,57.5
51,29,10,21,11,39
47.5,20,11,8,12,42
37.5,11,15,6,10,44
25.5,19,28,21,17,47
27,10.5,11,9,10,47
24.5,11,16,9,13,22.5
26.5,8,22,12,22,36
23,16.5,17,9,17,33
18.5,6.5,17,6,14,30.5
25.5,10,12,2,11,31
17.5,9,11,11,4,26.5
22,14,13,13,8,30.5
25,8,9,4,4,19
17.5,9.5,13,9,9,26.5
17,11,7,5,6,33
23.5,9.5,8,4,5,38.5
1.5,4,0,1,2,18
12.5,4.5,5,1,4,18.5
10.5,8,2,6,6,25.5
9.5,6.5,6,3,3,19.5
25.5,11,5,7,4,21
17,6,11,8,8,15
17.5,6,6,2,9,18.5
10,2,6,1,3,19
15,6,6,5,3,7
11,5,3,7,0,15.5
7.5,3,4,3,4,9.5
9.5,4,6,7,3,16
12,2,2,1,3,7.5
9.5,1,6,3,5,10
12,5.5,2,7,3,10.5
14.5,5,5,1,3,14
11,3,3,3,3,10.5
6,3.5,3,3,1,17
11,3.5,3,5,0,17.5
12,6.5,9,4,4,9.5
13,1.5,2,3,1,10.5
10,7,3,2,4,8
5.5,4.5,3,4,4,8
15,4.5,1,4,3,8.5
7.5,2,7,1,3,5.5
14,1.5,3,2,2,4.5
10,5.5,6,2,4,11
8,3.5,5,0,2,8
6.5,1,1,2,1,11.5
3,1,2,5,1,8
3,2,2,3,0,8.5
9,1.5,2,4,0,11.5
6,3.5,1,1,0,7
5.5,2.5,1,3,1,12
6.5,3.5,1,4,1,7.5
10,1,3,5,1,6
14,4.5,2,3,4,7.5
3,3,5,2,1,8
13,2,7,3,3,11.5
8,4,3,4,0,9
10,1,7,2,2,12.5
26,6.5,8,6,2,16.5
45.5,10,7,0,5,24
22,13,5,9,0,13
31,13.5,12,7,4,11.5
34,14,9,4,4,18
19.5,7,13,8,4,21
29,13.5,11,4,5,26
40,24.5,16,9,7,24.5
38,19,19,8,7,39.5
43,18,14,7,5,22.5
40,23,20,10,3,37.5
37,15,10,10,4,35
62,31.5,22,22,6,50.5
80.5,40.5,32,21,21,44.5
80,40,36,17,18,67.5
117,53.5,37,20,22,50.5
82,52,50,22,21,62.5
113,51,29,32,26,78
108,57,37,28,26,82
110,56.5,47,29,34,76.5
133.5,58,56,25,39,69.5
106.5,63.5,73,41,35,92.5
151,61.5,63,47,50,92
165,86,72,46,42,114
188,88,72,41,39,122
212,81.5,76,66,49,117.5
170,124.5,72,62,71,94
243,120.5,100,77,93,124.5
241.5,132,112,72,111,155
282.5,169.5,125,130,104,156
274,197.5,119,114,111,155.5
291.5,212,152,110,125,152.5
311,225,139,135,150,158
321,211.5,157,162,147,148
252,244,155,127,130,140.5
282,223,144,102,110,180
265.5,216,141,103,136,192
281.5,236,165,164,161,208
251.5,211,166,115,155,188
257.5,240.5,161,99,130,180.5
265.5,224.5,161,118,146,193
266.5,201.5,159,132,129,205.5
284.5,196.5,145,136,160,203
235,201,142,93,151,195.5
220.5,186,160,138,117,206.5
241,163,134,92,88,178
184,142.5,108,106,82,155.5
213,158.5,93,71,80,162.5
226,145,119,98,89,156.5
204,139,99,78,72,162
230,156.5,87,91,81,176
205,167,79,96,70,164
191.5,148,93,80,65,171.5
199.5,144.5,80,84,70,182.5
195.5,151.5,97,77,73,165
205.5,128.5,103,77,73,175
203.5,164.5,88,76,68,158
219,129,80,85,52,162.5
197.5,134,71,64,64,178.5
206.5,133,95,59,71,166.5
201,99.5,88,69,47,137
203.5,131,65,72,72,166.5
200.5,138.5,89,73,55,142
191.5,137,75,97,53,110
199.5,132,74,59,63,169
185.5,111.5,89,82,63,159.5
200.5,141.5,69,75,53,137.5
151,97,83,64,64,135.5
146,111.5,80,72,51,157
174,126,77,57,57,161.5
164.5,107,89,61,71,108.5
155,106.5,61,62,67,154
141,89.5,79,48,50,151
157.5,44.5,25,43,46,133.5
139,0,0,0,0,138.5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,45.5,30,18,30,1
0,41,35,19,28,0
1,20,28,26,34,0
0,23.5,26,22,29,0
0,33,24,16,21,0
0,21.5,30,16,22,0
0,27,24,18,24,0
0,24,22,15,14,0
0,23,24,18,25,0
0,16.5,22,9,12,0
0,15.5,15,8,16,0
0,11,5,8,18,0
0,14.5,18,8,16,0
0,9.5,19,9,14,0
0,15,19,6,13,0
0,8.5,13,8,20,0
0,11,8,8,17,0
0,12.5,7,9,5,0
0,11,8,9,11,0
0,12.5,14,6,13,0
0,10,12,5,16,0
0,11.5,12,9,12,0
0,12,10,4,12,0
0,9.5,11,6,15,0
0,4,3,5,5,0
0,6,13,9,6,0
0,4,9,4,9,0
0,12,11,7,6,0
0,9.5,16,8,9,0
0,2.5,11,3,6,0
0,5,7,4,3,0
0,3,4,4,0,0
0,8,6,3,5,0
0,1.5,2,2,4,0
0,6,2,4,0,0
0,5.5,5,3,4,0
0,0.5,7,3,3,0
0,7.5,9,4,2,0
0,2.5,4,5,3,0
0,4.5,9,2,1,0
0,6.5,2,2,4,0
0,5,4,6,8,0
0,3.5,2,1,1,0
0,7,0,2,3,0
0,0.5,2,4,4,0
0,5,5,2,7,0
0,5,7,3,0,0
0,2,2,1,6,0
0,2,3,5,3,0
0,2,3,2,4,0
0,2.5,5,5,3,0
0,1.5,7,6,0,0
0,0.5,3,2,1,0
0,3.5,1,0,4,0
0,0.5,3,5,0,0
0,5.5,3,0,2,0
0,4.5,0,2,2,0
0,0.5,2,2,5,0
0,4.5,1,6,0,0
0,3.5,5,3,3,0
0,2,4,4,5,0
0,4.5,3,5,5,0
0,4,4,5,4,0
0,3.5,9,6,3,0
0,4,6,5,5,0
0,1.5,6,4,6,0
0,1,8,3,2,0
0,5,4,4,4,0
0,14,10,11,3,0
0,12,11,10,3,0
0,14.5,14,5,3,0
17.5,21,9,12,2,0
23,12,14,4,8,0
30,8.5,15,5,4,0
44,28.5,17,16,4,0
39,21.5,20,10,8,0
52.5,27,20,10,10,0
54,26.5,21,16,7,0
55,21.5,25,14,11,0
89,40.5,28,26,14,0
85,43.5,33,18,9,71
101.5,36.5,29,22,16,65
109,61,47,28,18,80.5
101.5,58.5,35,44,34,64
101,60,52,33,30,71.5
123,58,49,32,36,89.5
110,52.5,60,31,30,95.5
140,68.5,74,38,37,112.5
147,54,72,49,50,92.5
185,96.5,88,54,57,111.5
187.5,85,72,48,49,125
220,97.5,77,96,78,113
254.5,143,113,80,83,132
269.5,125.5,112,76,85,137.5
236.5,178.5,141,94,97,143.5
262,182.5,134,140,127,154
313,211,129,133,114,142
283.5,256,149,110,147,190.5
312,219,178,121,151,169.5
290.5,240.5,163,151,160,170
255,239.5,158,136,162,176.5
281,267,162,114,131,207
274.5,229.5,177,138,166,195.5
291,268,179,149,140,209.5
252.5,229,156,126,163,226
274,215.5,177,134,158,200.5
289,212,157,128,113,171.5
239.5,164.5,152,153,123,198
226,182,148,117,112,189.5
234.5,174.5,135,92,113,215.5
219.5,142,124,111,94,182.5
218,137.5,97,82,95,144.5
210,145.5,89,90,76,218
241.5,182.5,103,75,80,153.5
236,118.5,78,96,72,185.5
218,139.5,92,70,68,174.5
224.5,134,90,97,70,162
210.5,150.5,86,88,60,153.5
226,139,93,75,46,153
218.5,152.5,86,73,69,185
207.5,132,89,65,60,184
200,143.5,95,72,62,142
197.5,138.5,78,78,63,162.5
234.5,144.5,81,97,71,172.5
230,156,84,65,66,181
264.5,167,85,69,61,181
217,137,97,59,69,167.5
173.5,161.5,89,74,71,156
283.5,190,86,82,57,176
237,173.5,86,66,62,166
174.5,139.5,69,70,62,128
181,128,86,63,25,165
178.5,152.5,89,66,62,147.5
159,142.5,66,64,48,141
151,111,84,59,55,148
170.5,127.5,76,60,47,156.5
157,113.5,85,47,64,152.5
158,133.5,86,61,71,164.5
12,31,14,22,11,36.5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
63,0,0,0,0,89
71.5,0,0,0,0,78
74.5,0,0,0,0,73.5
73.5,0,0,0,0,79
66.5,0,0,0,0,103
58.5,0,0,0,0,78
56,0,0,0,0,71
52,0,0,0,0,70
57,0,0,0,0,69.5
37.5,0,0,0,0,64
50.5,0,0,0,0,50
44.5,0,0,0,0,41.5
51.5,0,0,0,0,63
44,0,0,0,0,33
19,0,0,0,0,49.5
29,0,0,0,0,39
36,0,0,0,0,41
18,0,0,0,0,30.5
26.5,0,0,0,0,41
16,0,0,0,0,27
31,0,0,0,0,33.5
19,0,0,0,0,34.5
28,0,0,0,0,27.5
18.5,0,0,0,0,30.5
5,0,0,0,0,15.5
31,0,0,0,0,23.5
19.5,0,0,0,0,33.5
31.5,0,0,0,0,40.5
13,0,0,0,0,28
26.5,0,0,0,0,18
17.5,0,0,0,0,23
16.5,0,0,0,0,26.5
14,0,0,0,0,16.5
18.5,0,0,0,0,17
16,0,0,0,0,19.5
18.5,0,0,0,0,19
23,0,0,0,0,23
7,0,0,0,0,19
22.5,0,0,0,0,18.5
10,0,0,0,0,22
21.5,0,0,0,0,26
15,0,0,0,0,14
8.5,0,0,0,0,16.5
18.5,0,0,0,0,11.5
14,0,0,0,0,22
8,0,0,0,0,25.5
8,0,0,0,0,19
2.5,0,0,0,0,14.5
14.5,0,0,0,0,21
8,0,0,0,0,20.5
15.5,0,0,0,0,19.5
9.5,0,0,0,0,15.5
12.5,0,0,0,0,19
7.5,0,0,0,0,10.5
14,0,0,0,0,9
8.5,0,0,0,0,18.5
11,0,0,0,0,19.5
13,0,0,0,0,12
19,0,0,0,0,16.5
13,0,0,0,0,14
11.5,0,0,0,0,8
19.5,0,0,0,0,15.5
13,0,0,0,0,19
10.5,0,0,0,0,19
11.5,0,0,0,0,17.5
14.5,0,0,0,0,7.5
9,0,0,0,0,10
32,0,0,0,0,21
20,0,0,0,0,14
23.5,0,0,0,0,13.5
30,0,0,0,0,20.5
23,0,0,0,0,22
28,0,0,0,0,19
31,0,0,0,0,29
23,0,0,0,0,17.5
35,0,0,0,0,28
44.5,0,0,0,0,46.5
40,0,0,0,0,28.5
51.5,0,0,0,0,49.5
42,0,0,0,0,39.5
57,0,0,0,0,35
50,0,0,0,0,50.5
80,0,0,0,0,44.5
74,0,0,0,0,49.5
64,0,0,0,0,59.5
74,0,0,0,0,59.5
69,0,0,0,0,47.5
109,0,0,0,0,68
117,0,0,0,0,79
115,0,0,0,0,68.5
112.5,0,0,0,0,65.5
108.5,0,0,0,0,76.5
127.5,0,0,0,0,83.5
106,0,0,0,0,94.5
123.5,0,0,0,0,107.5
161,0,0,0,0,90.5
119.5,0,0,0,0,127.5
150.5,0.5,0,0,0,112.5
134.5,0,0,0,0,143
148,0,0,0,0,105
174,0,0,0,0,146
148,0,0,0,0,121.5
195,0,0,0,0,166.5
189,0,0,1,0,164
177,0,0,0,0,137
162,0,0,0,0,159.5
193,0,0,0,0,144
189,0,0,0,0,185
170.5,0,0,0,0,164.5
183,0,0,0,0,163
183.5,0,0,0,0,138
215.5,0,0,0,0,168
177.5,0,0,0,0,154.5
200.5,0,0,0,0,168
187,0,0,0,0,168
203.5,0,0,0,0,135
206.5,0,0,0,0,164
190,0,0,0,0,162.5
173,0,0,0,0,180
199,0,0,0,0,174
183,0,0,0,0,176
188.5,0,0,0,0,154
161.5,0,0,0,0,142
184,81,0,0,0,169
201,122,0,0,0,174
182,116,0,0,0,105
173,130,0,0,0,109
180.5,96.5,0,0,0,83.5
184,101,0,0,0,14
185.5,123.5,0,0,0,3
169.5,91,0,0,0,0
174,95,0,0,0,5.5
153,93.5,0,0,0,115.5
159,83.5,0,0,0,148.5
154,97,0,0,0,143.5
168.5,107.5,0,0,0,170
154,96,27,0,0,163.5
169,94.5,61,0,0,13.5
183.5,101.5,49,0,0,53.5
168,125.5,59,0,0,155.5
163,97.5,59,0,0,174
174.5,98,67,0,0,146.5
108,75.5,51,0,0,29.5
150.5,96,42,26,0,76
152,87.5,53,60,0,3.5
144,101,58,45,0,3
154.5,98,49,55,0,7
155,94.5,75,37,0,64
137,78.5,50,36,0,152
127.5,105.5,60,59,0,136
147,82.5,57,55,0,157.5
121,86,66,49,0,155
132,100.5,56,34,0,138
147,80,62,48,0,118
144.5,98.5,65,36,0,147
137,92,54,50,0,140.5
151,77.5,76,52,0,150
121,69.5,70,40,0,126.5
137,89,59,42,0,142
151.5,70.5,62,48,0,144
137.5,64.5,52,33,0,137.5
139,105,64,47,0,172.5
179.5,91,67,59,0,144.5
165,87.5,73,56,0,142
164.5,107.5,74,51,0,159.5
176,97,52,52,0,58
191.5,103.5,66,53,0,0
157,108.5,61,57,0,15
161.5,84,67,45,0,5
166.5,104.5,72,66,0,27
186,96.5,68,54,0,185.5
146,90.5,66,45,0,168.5
166.5,86,63,48,0,156.5
151,93.5,71,41,0,153
117.5,86,62,55,0,129.5
170.5,102.5,70,33,0,153.5
170.5,116.5,74,73,0,150
163,119,71,69,0,179
157.5,126.5,64,50,0,22.5
171,98,68,57,0,0
192.5,120,86,82,47,0
148.5,121.5,49,79,44,0
189.5,110,71,55,52,0
193,107,53,62,64,86.5
184,116,71,30,74,132
157.5,124,84,0,73,156
170,117,67,0,56,190
185.5,94,67,0,49,159
173.5,113.5,59,0,52,150
152.5,102,76,0,59,164
186,98,67,0,51,165
173.5,117,54,0,43,154.5
176,108.5,51,0,53,150
202.5,106.5,62,107,49,157
164,113,80,121,62,173
174.5,114.5,61,127,56,150
161.5,84.5,64,113,74,167.5
177,100,69,90.5,55,170
165,102.5,57,129.5,56,175.5
157,97.5,45,90.5,42,189
184,91,73,120,48,163.5
152,120.5,64,118,71,144.5
185,101,66,126,45,170.5
200,103,71,107.5,57,197.5
172.5,114,62,107.5,68,138
169,122,78,142,61,165.5
189,105.5,65,125,63,200.5
205,109,61,148,56,161
176,113,79,100.5,61,142.5
163.5,120.5,62,136.5,61,214
177.5,64.5,50,121,64,152.5
187.5,147,85,115.5,52,163.5
243,151.5,89,171,72,193
212,136.5,77,168.5,73,167.5
223.5,138,80,161,58,167
223,126.5,73,115,75,225
221.5,137,82,162.5,75,150.5
215,157,85,211,78,196
194,124.5,81,141.5,95,241
209.5,114.5,85,164,70,163.5
208.5,143,88,142,76,176
233.5,136,80,164.5,88,204.5
230,162,69,182.5,85,158
201,147,83,152.5,76,184
200,129.5,70,163.5,69,217
227.5,148,72,132,74,151.5
206.5,112.5,81,157.5,59,161.5
203.5,119.5,68,156,64,197
177.5,108,67,111,59,179.5
145.5,61,65,96,55,142
168,83.5,71,85,64,167.5
161,87.5,75,120,70,166
147,58.5,63,110,54,147
131,63.5,65,94.5,45,133
131,73.5,75,79,71,140
150,59.5,65,119.5,54,145.5
122,59.5,51,94.5,36,127.5
158,79,60,91,44,157.5
111.5,64,51,95,38,146
127,66,75,0,59,132.5
129.5,55.5,56,0,51,120
107,58,54,0,45,144.5
143,54,53,0,36,126.5
144,80.5,64,0,44,120.5
130.5,55,46,0,38,118.5
129.5,83,69,0,48,141.5
117,67.5,50,0,46,142
110,50.5,46,0,28,108.5
110.5,61,54,0,51,114
109,65,47,0,39,139
109.5,59.5,34,0,32,144.5
120,68,46,0,25,134
85.5,56,38,0,38,130
108.5,50.5,41,0,45,125
111.5,54,44,0,42,142.5
109.5,54.5,38,0,44,107.5
102.5,44.5,58,0,41,116.5
115,44.5,43,0,32,133.5
97.5,68,34,0,32,100.5
111,57,30,0,39,155.5
106,57.5,49,0,47,120
106.5,46.5,38,0,43,156.5
131,48.5,35,0,33,119.5
101,70,43,0,39,115.5
109.5,56.5,40,0,40,93
120.5,55,32,0,35,119.5
80,60,44,0,37,129
111,49,41,0,31,109.5
99.5,36.5,41,0,49,115.5
82,53,30,0,22,93.5
92,47,28,0,20,99.5
93.5,63,33,0,30,102.5
84,47,31,0,30,121.5
85,50,37,0,36,102
98,44.5,33,0,24,118
90.5,38,29,0,21,90
60.5,38.5,28,0,35,83.5
90.5,47,25,0,35,86.5
59.5,54,46,0,27,102.5
68.5,35,22,0,19,80.5
87.5,33.5,32,0,32,73.5
62.5,45,37,0,21,74.5
65.5,31,25,0,16,89
58.5,34,27,0,37,67.5
71.5,32.5,28,0,26,66
50,29.5,24,0,15,67.5
66,26.5,22,0,13,65.5
56,36.5,26,0,25,64
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
12,0,0,0,0,0
0,0,0,0,0,0
27.5,0,0,0,0,0
23.5,0,0,0,0,0
36.5,0,0,0,0,0
20.5,0,0,0,0,0
28,0,0,0,0,0
20.5,0,0,0,0,0
21.5,0,0,0,0,0
20.5,0,0,0,0,0
19.5,0,0,0,0,0
20,0,0,0,0,0
7.5,0,0,0,0,0
16.5,0,0,0,0,0
12,0,0,0,0,0
15.5,0,0,0,0,0
9.5,0,0,0,0,0
10.5,0,0,0,0,0
13.5,0,0,0,0,0
11,0,0,0,0,0
16.5,0,0,0,0,0
19.5,0,0,0,0,0
9.5,0,0,0,0,0
12,0,0,0,0,0
7,0,0,0,0,0
15,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
15.5,0,0,0,0,0
12.5,0,0,0,0,0
7,0,0,0,0,9.5
7.5,0,0,0,0,9.5
15,0,0,0,0,10.5
9.5,0,0,0,0,12.5
12.5,0,0,0,0,16
7,0,0,0,0,12
